Address,Area,Frontage,Access Road,House direction,Balcony direction,Floors,Bedrooms,Bathrooms,Legal status,Furniture state,Price
"Đường An Hòa 12, Phường Hòa An, Cẩm Lệ, Đà Nẵng",75.00,5.00,3.75,Đông - Nam,Đông - Nam,2,3,2,Have certificate,Full,3.29
"Đường Thạnh Lộc 13, Phường Thạnh Lộc, Quận 12, Hồ Chí Minh",30.00,3.00,4.50,Đông - Bắc,Đông - Nam,3,4,3,Have certificate,Basic,2.48
"Đường Thạnh Lộc 47, Phường Thạnh Lộc, Quận 12, Hồ Chí Minh",45.00,3.00,3.00,Đông - Nam,Đông - Nam,2,3,2,Have certificate,Basic,2.20
"Đường Hoàng Sĩ Khải, Phường  An Hải Bắc, Sơn Trà, Đà Nẵng",73.00,5.00,7.50,Đông - Nam,Đông - Nam,1,2,1,Have certificate,Full,5.79
"78C/16, Đường Bưng Ông Thoàn, Phường Phú Hữu, Thủ Đức, Hồ Chí Minh",50.00,3.47,5.00,Đông - Bắc,Đông - Bắc,3,4,3,Have certificate,Basic,3.16
"Dự án Flamingo Golden Hill, Đường Quốc lộ 21A(Quốc lộ 21), Thị trấn Ba Sao, Kim Bảng, Hà Nam",105.00,7.00,60.00,Tây,Tây,4,6,4,Have certificate,Full,9.00
"Dự án Centa Riverside, Đường Hữu Nghị, Phường Phù Chẩn, Từ Sơn, Bắc Ninh",135.00,9.00,12.50,Nam,Nam,3,5,4,Have certificate,Basic,7.55
"Ngõ 521, Đường Trương Định, Phường Tân Mai, Hoàng Mai, Hà Nội",40.00,5.00,3.00,Đông,Đông,2,2,1,Have certificate,Full,4.00
"Đường Trần Văn Mầu, Thị trấn Phước Hải, Đất Đỏ, Bà Rịa Vũng Tàu",160.00,8.00,10.00,Tây - Nam,Tây - Nam,2,2,2,Have certificate,Full,7.20
"Đường Lê Lợi, Thị trấn Trảng Bom, Trảng Bom, Đồng Nai",72.50,5.00,22.00,Tây,Tây,2,3,4,Have certificate,Full,4.30
"Phố Phương Mai, Phường Vĩnh Phước, Nha Trang, Khánh Hòa",108.20,4.20,3.00,Đông - Nam,Đông - Nam,2,3,3,Have certificate,Full,2.20
"Dự án KDC An Viễn, Phố Phùng Hưng, Xã An Viễn, Trảng Bom, Đồng Nai",160.00,4.00,12.00,Tây - Nam,Tây - Nam,1,3,2,Have certificate,Basic,2.10
"Đường Phú Đức, Phường Vĩnh Hòa, Nha Trang, Khánh Hòa",45.80,5.00,2.50,Tây,Tây,2,2,2,Have certificate,Full,2.58
"345/34/40, Đường Nguyễn Văn Công, Phường 3, Gò Vấp, Hồ Chí Minh",16.00,3.20,2.00,Tây - Bắc,Tây - Bắc,4,3,2,Have certificate,Basic,2.68
"Đường Bùi Minh Trực, Phường 5, Quận 8, Hồ Chí Minh",110.00,4.20,3.00,Tây - Bắc,Tây - Bắc,3,4,5,Have certificate,Basic,7.70
"Phường Thống Nhất, Hòa Bình, Hòa Bình",72.00,4.50,5.00,Đông - Nam,Tây - Bắc,2,3,2,Have certificate,Full,1.52
"Dự án Opal Boulevard, Đường Kha Vạn Cân, Phường An Bình, Dĩ An, Bình Dương",87.00,6.00,16.00,Đông,Tây,1,2,1,Have certificate,Basic,3.80
"Dự án Nam Cầu Tuyên Sơn-Nam Việt Á, Đường Đoàn Khuê, Phường  Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng",110.00,5.00,23.50,Đông - Bắc,Đông - Bắc,5,6,6,Have certificate,Full,7.30
"Đường Giáp Hải, Xã Đông Dư, Gia Lâm, Hà Nội",40.00,3.50,3.00,Đông - Nam,Đông - Nam,3,3,3,Have certificate,Full,3.20
"Đường Hương Lộ Ngọc Hiệp, Phường Ngọc Hiệp, Nha Trang, Khánh Hòa",86.00,4.00,6.00,Tây - Bắc,Tây - Bắc,2,2,1,Have certificate,Basic,2.69
"Đường Đông Quan, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",35.00,4.60,2.00,Tây - Nam,Tây - Nam,5,4,5,Have certificate,Full,7.00
"Đường Nguyễn Cơ Thạch, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội.",40.00,4.00,10.00,Đông - Bắc,Đông - Bắc,7,5,6,Have certificate,Full,9.00
"Đường Số 10, Phường Bình Hưng Hòa, Bình Tân, Hồ Chí Minh",39.90,4.00,6.00,Đông,Đông,1,1,1,Have certificate,Full,4.10
"156A, Đường Duy Tân, Phường 8, Tân Bình, Hồ Chí Minh",50.00,5.00,16.00,Đông,Đông,3,4,4,Have certificate,Full,8.50
"Phường Hội Nghĩa, Tân Uyên, Bình Dương",72.00,4.50,17.00,Đông - Nam,Đông - Nam,2,3,3,Have certificate,Full,1.79
"791, Phố Trần Xuân Soạn, Phường Tân Hưng, Quận 7, Hồ Chí Minh",47.95,4.00,4.00,Nam,Nam,5,5,5,Have certificate,Full,7.70
"Đường Bàu Làng, Phường Xuân Hà, Thanh Khê, Đà Nẵng",85.00,5.00,5.50,Bắc,Bắc,2,3,3,Have certificate,Full,5.95
"Đường Dư Hàng, Phường Dư Hàng Kênh, Lê Chân, Hải Phòng",47.00,4.00,4.00,Đông - Bắc,Đông - Bắc,4,4,3,Have certificate,Full,3.05
"Đường Trần Thị Cờ, Phường Thới An, Quận 12, Hồ Chí Minh",67.00,5.00,3.50,Tây,Tây,2,4,2,Have certificate,Basic,4.00
"Sn 233, Đường Quốc lộ 31, Thị trấn Chũ, Lục Ngạn, Bắc Giang",120.00,4.00,3.60,Tây - Bắc,Tây - Bắc,3,4,2,Have certificate,Full,5.00
"Đường Ngãi Cầu, Xã An Khánh, Hoài Đức, Hà Nội",35.00,5.00,2.50,Đông - Nam,Đông - Nam,4,4,4,Have certificate,Basic,3.80
"Đường Dương Đình Hội, Phường Phước Long B, Thủ Đức, Hồ Chí Minh",67.30,4.00,8.00,Đông - Bắc,Đông - Bắc,4,5,6,Have certificate,Basic,8.30
"Dự án Vĩnh Điềm Trung, Đường B1, Xã Vĩnh Hiệp, Nha Trang, Khánh Hòa",108.00,6.00,12.00,Tây - Nam,Tây - Nam,3,4,4,Have certificate,Basic,7.50
"Đường Phan Văn Hớn, Phường Tân Thới Nhất, Quận 12, Hồ Chí Minh",110.00,7.00,7.00,Nam,Nam,1,4,4,Have certificate,Full,5.45
"Đường Cây Trâm, Phường 9, Gò Vấp, Hồ Chí Minh",20.00,6.00,4.00,Đông - Nam,Đông,1,2,2,Have certificate,Full,3.29
"Đường An Dương Vương, Phường Đông Ngạc, Bắc Từ Liêm, Hà Nội",102.00,4.00,5.00,Đông - Nam,Đông - Nam,4,4,3,Have certificate,Full,9.99
"Đường Trần Ngọc Giải, Phường 6, Mỹ Tho, Tiền Giang",100.00,4.50,4.00,Bắc,Bắc,2,3,2,Have certificate,Full,2.68
"Ngõ 8, Đường Lê Quang Đạo, Phường Phú Đô, Nam Từ Liêm, Hà Nội",31.00,6.00,2.00,Bắc,Bắc,5,4,4,Have certificate,Full,5.30
"Đường  Lý Thường Kiệt, Phường 7, Tân Bình, Hồ Chí Minh",60.00,5.00,10.00,Đông,Đông,4,5,5,Have certificate,Full,7.50
"Đường Dương Thị Giang, Phường Tân Thới Nhất, Quận 12, Hồ Chí Minh",84.00,4.20,12.00,Đông - Nam,Đông - Nam,4,4,5,Have certificate,Full,10.00
"Đường Nguyễn Thị Định, Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh",83.00,5.00,4.00,Nam,Nam,2,5,5,Have certificate,Basic,6.80
"111, Đường Tứ Liên, Phường Tứ Liên, Tây Hồ, Hà Nội",48.00,4.00,2.00,Đông - Bắc,Đông - Bắc,4,4,3,Have certificate,Full,6.98
"Đường Tăng Bạt Hổ, Phường 11, Bình Thạnh, Hồ Chí Minh",18.30,4.90,3.00,Nam,Nam,2,1,2,Have certificate,Basic,2.89
"Dự án Sycamore Bình Dương, Đường Hùng Vương, Phường Hòa Phú, Thủ Dầu Một, Bình Dương",90.00,15.00,80.00,Đông - Nam,Đông - Nam,3,4,4,Sale contract,Basic,8.50
"Đường Điện Biên Phủ, Phường 25, Bình Thạnh, Hồ Chí Minh",33.00,4.20,3.00,Tây,Tây,1,1,2,Have certificate,Basic,4.50
"Hẻm 148, Nguyễn Lâm, Phường 3, Bình Thạnh, Hồ Chí Minh",26.40,3.30,4.00,Đông,Đông,3,2,2,Have certificate,Full,4.30
"156B, Đường Đông Hồ, Phường 8, Tân Bình, Hồ Chí Minh",52.00,4.00,16.00,Đông,Đông,3,4,4,Have certificate,Full,7.90
"76/86/30 An Dương, Phường Yên Phụ, Tây Hồ, Hà Nội",80.00,6.00,3.50,Tây - Nam,Đông,3,3,3,Sale contract,Basic,3.90
"80, Đường Ba Vân, Phường 14, Tân Bình, Hồ Chí Minh",60.00,4.50,12.00,Đông,Đông,3,4,4,Have certificate,Full,9.50
"Thạnh Mỹ Lợi, Số 68, Đường Thạnh Mỹ Lợi, Phường  Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh",83.00,5.00,3.00,Nam,Nam,2,5,5,Have certificate,Basic,6.90
"Đường Đinh Bộ Lĩnh, Phường 15, Bình Thạnh, Hồ Chí Minh",27.00,5.50,3.00,Đông,Đông,4,2,3,Have certificate,Basic,4.40
"Đường Đinh Tiên Hoàng, Phường 1, Bình Thạnh, Hồ Chí Minh",25.00,1.50,2.00,Bắc,Bắc,4,2,2,Have certificate,Full,2.80
"Đường Dương Quảng Hàm, Phường 5, Gò Vấp, Hồ Chí Minh",23.00,3.74,4.00,Tây - Bắc,Tây - Bắc,2,2,1,Have certificate,Full,2.30
"Đường Lê Quang Định, Phường 5, Bình Thạnh, Hồ Chí Minh",63.00,4.05,2.50,Nam,Nam,3,4,4,Have certificate,Full,6.95
"Đường 49, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",64.00,4.00,5.00,Tây - Bắc,Tây - Bắc,2,3,2,Have certificate,Full,4.70
"Đường Phan Tôn, Phường Đa Kao, Quận 1, Hồ Chí Minh",48.00,3.00,3.00,Đông - Nam,Đông - Nam,4,5,5,Have certificate,Full,8.60
"Đường  Vạn Kiếp, Phường 3, Bình Thạnh, Hồ Chí Minh",32.00,2.90,2.50,Đông - Nam,Đông - Nam,2,2,2,Have certificate,Full,4.45
"Đường  Vạn Kiếp, Phường 3, Bình Thạnh, Hồ Chí Minh",44.00,5.20,3.00,Tây,Tây,4,4,5,Have certificate,Full,6.70
"Đường Bình Chuẩn 32, Phường Bình Chuẩn, Thuận An, Bình Dương",61.70,5.00,13.00,Tây,Tây,2,2,2,Have certificate,Basic,2.85
"Đường Lê Trọng Tấn, Phường Tây Thạnh, Tân Phú, Hồ Chí Minh",65.00,4.50,5.00,Tây - Nam,Tây - Nam,2,2,2,Have certificate,Full,5.20
"Đường Lê Hồng Phong, Phường Dĩ An, Dĩ An, Bình Dương",173.00,5.00,5.00,Đông,Tây,1,2,2,Have certificate,Full,2.45
"Dự án The Privia, Đường An Dương Vương, Phường An Lạc, Bình Tân, Hồ Chí Minh",70.00,6.00,20.00,Tây,Tây,1,3,2,Sale contract,Basic,6.20
"Đường Phan Bội Châu, Phường Thành Nhất, Buôn Ma Thuột, Đắk Lắk",100.00,5.00,16.00,Nam,Nam,3,3,4,Have certificate,Full,7.90
"Dự án Bản Xôi Village, Xã Yên Bài, Ba Vì, Hà Nội",287.50,12.00,7.00,Tây - Nam,Tây - Nam,2,3,3,Have certificate,Full,8.50
"Hẻm 95/1A, Đường Mậu Thân, Phường Xuân Khánh, Ninh Kiều, Cần Thơ",70.50,4.00,6.00,Tây - Bắc,Đông,3,6,5,Have certificate,Full,5.80
"Xã Hồng Thái, An Dương, Hải Phòng",50.20,6.30,5.00,Tây,Tây,2,2,2,Have certificate,Basic,1.55
"125, Đường Nguyễn Công Hoan, Phường 7, Phú Nhuận, Hồ Chí Minh",79.00,3.50,2.50,Tây,Tây,2,4,2,Have certificate,Basic,9.50
"Hẻm 220, Đường Trần Hưng Đạo, Thị trấn Long Hải, Long Điền, Bà Rịa Vũng Tàu",150.00,5.00,7.00,Đông - Bắc,Tây - Nam,1,4,4,Have certificate,Full,3.20
"Đường Số 10, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",61.00,4.20,6.00,Tây - Nam,Tây - Nam,4,4,4,Have certificate,Full,6.10
"Xã Trà Đa, Thành phố Plei Ku, Gia Lai",145.20,6.00,13.00,Tây - Bắc,Tây - Bắc,2,3,2,Have certificate,Full,2.20
"Phố Nguyễn Văn Tố, Phường Thuận Phước, Hải Châu, Đà Nẵng",54.00,4.50,5.00,Bắc,Bắc,2,3,2,Have certificate,Full,5.15
"Đường 422B, Xã Vân Canh, Hoài Đức, Hà Nội",45.00,4.60,2.50,Tây - Bắc,Tây - Bắc,5,7,7,Have certificate,Basic,5.80
"Đường Tô Hiệu, Phường Bình An, Dĩ An, Bình Dương",185.60,5.00,7.00,Nam,Nam,1,3,2,Have certificate,Full,5.00
"Đường Định Công, Phường Định Công, Hoàng Mai, Hà Nội",58.00,4.20,4.00,Đông - Bắc,Đông - Bắc,4,4,4,Have certificate,Full,8.50
"Phố Phan Đăng Lưu, Phường Nghĩa Chánh, Quảng Ngãi, Quảng Ngãi",105.00,9.00,9.00,Nam,Nam,3,3,4,Have certificate,Full,8.30
"Đường Số 21, Phường 10, Quận 6, Hồ Chí Minh",68.00,4.00,8.00,Tây,Tây,3,4,5,Have certificate,Full,9.80
"Ngõ Đồng Tâm 274A, Phố Lạch Tray, Phường Lạch Tray, Ngô Quyền, Hải Phòng",60.00,5.50,3.50,Đông - Bắc,Đông - Bắc,4,3,3,Have certificate,Full,5.80
"Đường 8, Phường Bình Hưng Hòa B, Bình Tân, Hồ Chí Minh",53.90,9.00,6.00,Bắc,Bắc,5,8,8,Have certificate,Basic,7.50
"82/44, Đường Đinh Tiên Hoàng, Phường 1, Bình Thạnh, Hồ Chí Minh",43.00,3.80,3.00,Bắc,Bắc,2,2,2,Have certificate,Full,6.60
"Dự án Lavela Garden, Đường Bình Chuẩn 69, Phường Bình Chuẩn, Thuận An, Bình Dương",60.00,5.00,22.00,Đông - Nam,Đông - Nam,2,3,3,Have certificate,Full,3.25
"Dự án Lavela Garden, Đường Bình Chuẩn 69, Phường Bình Chuẩn, Thuận An, Bình Dương",60.00,5.00,22.00,Đông - Nam,Đông - Nam,3,3,3,Have certificate,Full,3.25
"Dự án River Park, Đường Võ Chí Công, Phường Phước Long B, Quận 9, Hồ Chí Minh",75.00,5.00,10.00,Tây,Tây,3,4,4,Have certificate,Full,9.80
"27/2/3C, Đường Số 2, Phường Tam Phú, Thủ Đức, Hồ Chí Minh",87.80,5.00,5.00,Tây,Tây,1,2,2,Have certificate,Basic,4.50
"Phường Tân Định, Bến Cát, Bình Dương",80.00,4.00,14.00,Nam,Nam,2,2,2,Have certificate,Basic,2.30
"Dự án Dương Hồng Garden House, Đường Nguyễn Văn Linh, Xã Bình Hưng, Bình Chánh, Hồ Chí Minh",100.00,12.00,25.00,Đông - Bắc,Đông - Bắc,4,4,5,Have certificate,Basic,8.80
"1/ 113, Đường Lâm Thị Hố, Phường Tân Chánh Hiệp, Quận 12, Hồ Chí Minh",54.00,4.00,4.00,Đông,Đông,3,4,4,Have certificate,Full,4.55
"Dự án Him Lam Green Park, Phường Đại Phúc, Bắc Ninh, Bắc Ninh",75.00,5.00,10.00,Đông - Nam,Đông - Nam,4,4,5,Have certificate,Full,7.80
"Đường Áp Phan, Thôn Đại Tảo, Xã Đại Thành, Quốc Oai, Hà Nội",41.00,3.80,3.00,Đông - Nam,Đông - Nam,3,3,2,Have certificate,Basic,2.20
"Đường Quốc Lộ 51, Phường Mỹ Xuân, Thị Xã Phú Mỹ, Bà Rịa Vũng Tàu",318.90,6.70,40.00,Tây - Nam,Tây - Nam,2,2,3,Have certificate,Full,9.40
"Đường Lê Quang Sung, Phường 2, Quận 6, Hồ Chí Minh",32.00,3.30,16.00,Bắc,Bắc,2,2,2,Have certificate,Full,8.60
"Đường Quốc Lộ 13, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",56.00,4.00,8.00,Tây - Bắc,Tây - Bắc,5,4,4,Have certificate,Full,8.20
"Hẻm 229, Đường Liên khu 4-5, Phường Bình Hưng Hòa B, Bình Tân, Hồ Chí Minh",35.00,5.00,4.00,Tây,Tây,3,3,3,Have certificate,Full,2.58
"Đường Thạnh Xuân 25, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",53.40,6.00,7.00,Nam,Nam,4,4,4,Have certificate,Full,4.69
"đường Mỹ Đình, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội",41.00,3.20,4.00,Đông,Đông,6,8,8,Have certificate,Basic,9.75
"Đường Di Trạch, Xã Di Trạch, Hoài Đức, Hà Nội",39.00,3.35,3.00,Đông,Đông,5,6,3,Have certificate,Basic,4.65
"Phố Kim Hoa, Phường Phương Liên, Đống Đa, Hà Nội",59.00,5.20,2.00,Đông - Nam,Tây - Bắc,4,4,3,Have certificate,Full,8.40
"Đường Tuệ Tĩnh, Phường Lộc Thọ, Nha Trang, Khánh Hòa",65.00,6.00,6.00,Đông,Đông,4,5,5,Have certificate,Full,7.00
"Nhà TĐC Vinhomes Reverside Đường Cầu Bính, Phường Sở Dầu, Hồng Bàng, Hải Phòng",60.00,4.00,11.00,Tây - Nam,Tây - Nam,4,4,4,Have certificate,Basic,5.80
"Đường Phan Anh, Phường An Đông, Huế, Thừa Thiên Huế",100.00,6.00,13.00,Tây - Nam,Tây - Nam,4,4,4,Have certificate,Full,5.70
"Hẻm 427, Đường Lê Văn Quới, Phường Bình Trị Đông A, Bình Tân, Hồ Chí Minh",72.00,4.00,8.00,Tây,Tây,5,5,6,Have certificate,Full,8.30
"Dự án Hoàng Nam 5, Đường Liên Huyện, Phường Tân Bình, Dĩ An, Bình Dương",78.90,7.16,13.00,Tây - Nam,Đông - Nam,3,4,4,Have certificate,Basic,4.79
"Dự án Vườn Vua Resort & Villas, Xã Đồng Trung, Thanh Thủy, Phú Thọ",299.00,15.00,12.00,Bắc,Nam,2,4,3,Have certificate,Full,7.50
"Long Hưng City, Đường 3, Xã Long Hưng, Biên Hòa, Đồng Nai",100.00,5.00,9.00,Đông,Đông,3,4,3,Have certificate,Basic,4.50
"Phố Lý Thường Kiệt, Phường Dĩ An, Dĩ An, Bình Dương",63.90,4.80,3.00,Đông - Nam,Đông - Nam,1,2,1,Have certificate,Basic,2.25
"Dự án Sapa Garden Hills, Đường Điện Biên Phủ, Phường Sa Pa, Sa Pa, Lào Cai",95.00,5.00,30.00,Đông - Nam,Đông - Nam,4,8,9,Have certificate,Full,9.50
"10/44, Đường Âu Dương Lân, Phường 3, Quận 8, Hồ Chí Minh",32.00,3.20,4.00,Đông - Nam,Đông - Nam,3,4,3,Have certificate,Basic,6.00
"Dự án Rio Vista, Đường Dương Đình Hội, Phường Phước Long B, Quận 9, Hồ Chí Minh",75.00,12.00,12.00,Tây - Bắc,Tây - Bắc,3,4,3,Have certificate,Full,9.50
"Dự án Sycamore Bình Dương, Đường Hùng Vương, Phường Hòa Phú, Thủ Dầu Một, Bình Dương",90.00,12.00,60.00,Đông - Nam,Bắc,4,8,8,Have certificate,Basic,9.50
"Đường Đặng Văn Bi, Phường Bình Thọ, Thủ Đức, Hồ Chí Minh",42.40,4.80,6.00,Nam,Nam,1,1,1,Have certificate,Full,4.90
"Đường Quốc lộ 1A, Xã Hòa Phước, Hòa Vang, Đà Nẵng",150.90,7.00,20.00,Đông,Đông,3,4,3,Have certificate,Full,5.80
"Dự án Centa City, Đường Hữu Nghị, Phường Phù Chẩn, Từ Sơn, Bắc Ninh",135.00,9.00,12.00,Nam,Nam,3,6,6,Have certificate,Basic,7.50
"Dự án Centa Riverside, Đường Hữu Nghị, Phường Phù Chẩn, Từ Sơn, Bắc Ninh",180.00,9.00,12.00,Nam,Nam,3,6,6,Have certificate,Basic,9.70
"Dự án Centa Villas, Đường Hữu Nghị, Phường Phù Chẩn, Từ Sơn, Bắc Ninh",135.00,9.00,12.00,Nam,Nam,3,6,6,Have certificate,Basic,7.00
"Ngõ 521, Đường An Dương Vương, Phường Đông Ngạc, Bắc Từ Liêm, Hà Nội",42.00,5.50,4.00,Tây - Bắc,Tây - Bắc,5,3,4,Have certificate,Full,6.30
"Đường Thống Nhất, Phường 16, Gò Vấp, Hồ Chí Minh",80.00,6.00,3.00,Đông - Nam,Đông - Nam,3,5,5,Have certificate,Full,7.00
"44/41, Đường Bùi Văn Ba, Phường Tân Thuận Đông, Quận 7, Hồ Chí Minh",64.00,5.00,6.00,Tây - Bắc,Tây,3,4,5,Have certificate,Full,7.50
"Đường Quốc lộ 27, thôn 3, Xã Ea Tiêu, Cư Kuin, Đắk Lắk",65.70,4.00,20.00,Tây - Nam,Tây - Nam,1,2,1,Have certificate,Basic,2.20
"Đường Nguyễn Quý Yêm, Phường An Lạc, Bình Tân, Hồ Chí Minh",40.00,4.00,5.00,Nam,Nam,4,5,6,Have certificate,Full,4.80
"Hẻm 17, Đường Mễ Cốc, Phường 15, Quận 8, Hồ Chí Minh",60.00,4.00,4.00,Nam,Nam,2,3,2,Have certificate,Basic,4.05
"Đường Tỉnh lộ 1A, Phường Ninh Diêm, Ninh Hòa, Khánh Hòa",338.00,10.00,10.00,Bắc,Bắc,1,2,1,Have certificate,Full,2.50
"Đường Đồng Khởi, Xã Diên Sơn, Diên Khánh, Khánh Hòa",171.00,8.50,15.00,Bắc,Bắc,1,2,2,Have certificate,Basic,2.60
"Đường Đặng Văn Ngữ, Phường An Cựu, Huế, Thừa Thiên Huế",190.00,8.00,15.00,Đông - Nam,Đông - Nam,2,4,3,Have certificate,Full,9.50
"Đường Nguyễn Ảnh Thủ, Xã Bà Điểm, Hóc Môn, Hồ Chí Minh",113.00,5.00,6.00,Đông - Bắc,Đông - Bắc,2,4,2,Have certificate,Full,5.90
"Xã Minh Phú, Huyện Sóc Sơn, Hà Nội",69.00,8.00,10.00,Tây,Tây,3,4,4,Sale contract,Full,2.20
"Đường Lê Hữu Trác, Phường An Hải Đông, Sơn Trà, Đà Nẵng",148.20,8.70,5.50,Đông - Nam,Đông - Nam,2,2,2,Have certificate,Full,9.90
"Số 17B ngõ 766, Đường La Thành, Phường Giảng Võ, Ba Đình, Hà Nội",31.00,4.00,2.50,Đông - Nam,Đông - Nam,5,3,4,Have certificate,Full,5.70
"Dự án Song Minh Residence, Đường Thới An 22, Phường Thới An, Quận 12, Hồ Chí Minh",64.00,4.00,8.00,Đông - Bắc,Đông - Bắc,4,4,5,Have certificate,Basic,6.60
"Phường 1, Bạc Liêu, Bạc Liêu.",164.60,4.20,15.00,Đông - Nam,Đông - Nam,2,3,2,Have certificate,Full,3.15
"Đường Quốc Lộ 17B, Xã Hồng Phong, An Dương, Hải Phòng",460.00,5.50,20.00,Đông - Bắc,Đông - Bắc,2,3,2,Have certificate,Full,6.79
"Phường Dân Chủ, Thành phố Hòa Bình, Hòa Bình",72.00,4.50,7.00,Đông - Nam,Tây - Bắc,3,3,2,Have certificate,Full,1.52
"Đường Đỗ Văn Thi, Phường Hiệp Hòa, Biên Hòa, Đồng Nai",72.00,4.00,4.00,Bắc,Bắc,2,2,2,Have certificate,Basic,3.50
"Hẻm 633, Đường Hồng Bàng, Phường 6, Quận 6, Hồ Chí Minh",44.00,4.00,8.00,Đông - Nam,Đông - Nam,5,5,5,Have certificate,Full,9.00
"Dự án Melosa Garden, Đường Vành Đai Trong, Phường Phú Hữu, Quận 9, Hồ Chí Minh",108.00,6.00,12.00,Bắc,Bắc,3,5,4,Have certificate,Full,9.60
"145, Đường Đỗ Xuân Hợp, Phường Phước Long B, Quận 9, Hồ Chí Minh",100.00,4.00,4.00,Tây,Tây,3,3,4,Have certificate,Full,6.90
"Đường Đoàn Kết, Phường Biên Giang, Hà Đông, Hà Nội",135.20,6.00,12.00,Đông - Nam,Đông - Nam,3,3,3,Have certificate,Full,8.20
"Phường Dương Nội, Hà Đông, Hà Nội",38.00,3.50,2.50,Nam,Nam,4,4,4,Have certificate,Full,3.00
"Dự án KDC Phú Hồng Thịnh 10, Đường Quốc lộ 1K, Phường Bình An, Dĩ An, Bình Dương",60.00,5.00,6.00,Bắc,Bắc,4,4,6,Have certificate,Full,5.50
"434/8A4, Đường Bình Quới, Phường 28, Bình Thạnh, Hồ Chí Minh",126.60,7.00,1.30,Đông - Nam,Đông - Nam,2,8,8,Have certificate,Basic,7.70
"Khu phố 3A, Đường Giếng Đáy, Phường Giếng Đáy, Hạ Long, Quảng Ninh",125.40,6.00,8.00,Đông - Nam,Đông - Nam,2,2,2,Have certificate,Basic,3.66
"Dự án Hoa Tiên Paradise, Xã Xuân Thành, Nghi Xuân, Hà Tĩnh",464.00,10.00,15.00,Đông - Bắc,Đông - Nam,1,2,3,Have certificate,Full,8.50
"Hẻm số 5, Đường Lò Lu, Phường Trường Thạnh, Quận 9, Hồ Chí Minh",93.00,7.80,5.00,Nam,Nam,2,4,3,Have certificate,Full,3.90
"Đường Lê Văn Khương, Phường Hiệp Thành, Quận 12, Hồ Chí Minh",63.00,4.00,8.00,Đông - Nam,Đông - Bắc,4,4,2,Have certificate,Full,5.30
"Đường Tỉnh Lộ 10, Phường Bình Trị Đông A, Bình Tân, Hồ Chí Minh",32.00,5.00,5.00,Tây,Tây,3,3,3,Have certificate,Basic,2.40
"Dự án Bella Villa, Đường Tỉnh lộ 824, Thị trấn Đức Hòa, Đức Hòa, Long An",128.00,8.00,30.00,Đông - Bắc,Đông,3,3,3,Have certificate,Basic,2.70
"KP1, Đường Nguyễn Ái Quốc, Phường Tân Hiệp, Biên Hòa, Đồng Nai",120.00,6.00,7.00,Tây,Tây,2,3,2,Have certificate,Basic,4.70
"Đường Nguyễn Thị Thập, Phường Bình Thuận, Quận 7, Hồ Chí Minh",56.00,4.00,50.00,Đông,Đông,2,2,3,Have certificate,Full,5.20
"Đường Bát Khối, Phường Cự Khối, Long Biên, Hà Nội",36.00,3.70,5.00,Đông - Nam,Đông - Nam,6,3,3,Have certificate,Basic,6.48
"Đường Phố Trạm, Phường Long Biên, Long Biên, Hà Nội",40.00,3.60,3.00,Nam,Nam,4,4,3,Have certificate,Full,6.30
"Đường Bát Khối, Phường Cự Khối, Long Biên, Hà Nội",50.00,3.50,4.00,Tây - Bắc,Tây - Bắc,3,2,3,Have certificate,Basic,5.05
"Đường Nguyễn Văn Khối, Phường 9, Gò Vấp, Hồ Chí Minh",64.00,5.80,5.00,Đông - Nam,Đông - Nam,6,4,4,Have certificate,Full,8.90
"Đường Hoàng Quốc Việt, Phường Phú Mỹ, Quận 7, Hồ Chí Minh",56.40,5.18,6.00,Nam,Nam,4,5,4,Have certificate,Full,9.30
"1979, Đường Huỳnh Tấn Phát, Thị trấn Nhà Bè, Nhà Bè, Hồ Chí Minh",58.70,4.20,6.00,Tây,Tây,3,4,5,Have certificate,Full,5.49
"Đường Số 5, Phường An Hòa, Rạch Giá, Kiên Giang",127.50,5.00,7.00,Đông - Nam,Đông - Nam,2,3,4,Have certificate,Basic,3.90
"Đường Lê Đức Thọ, Phường 13, Gò Vấp, Hồ Chí Minh",51.00,4.60,6.00,Nam,Nam,6,4,5,Have certificate,Full,6.50
"Dự án Hiệp Thành III, Đường Số 1, Phường Hiệp Thành, Thủ Dầu Một, Bình Dương",100.00,5.00,16.00,Đông - Bắc,Đông - Bắc,3,3,4,Have certificate,Basic,6.10
"Đường B1, Phường Mỹ Xuân, Phú Mỹ, Bà Rịa Vũng Tàu",494.00,8.00,32.00,Bắc,Bắc,1,6,6,Have certificate,Full,9.00
"Đường Tỉnh Lộ 10, Phường Bình Trị Đông, Bình Tân, Hồ Chí Minh",138.00,6.40,16.00,Nam,Nam,1,1,1,Have certificate,Basic,8.30
